"","n_trial","stim_i","oper","O1","O2","RA","Taste","RZ","Fx_zeit","O1_zeit","O2_zeit","RA_zeit","RT_t1","StartPulseTime","cp_jit","RT","trained","subj"
"853","111","86",-0.5,75,13,64,1,411,2284424,2285922,2287319,2292209,2292620,2014972,200,411,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"854","112","55",0.5,36,28,74,2,430,2304019,2305516,2306913,2311205,2311635,2014972,-400,430,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"855","113","2",0.5,41,23,74,1,375,2322515,2324012,2325410,2330400,2330775,2014972,300,375,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"856","114","71",-0.5,67,14,51,2,520,2341910,2343407,2344805,2349911,2350431,2014972,400,520,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"857","115","89",-0.5,54,12,32,2,427,2362037,2363534,2364931,2369722,2370149,2014972,100,427,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"858","116","47",0.5,49,23,62,2,458,2381232,2382729,2384126,2388518,2388976,2014972,-300,458,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"859","117","109",-0.5,75,26,47,2,457,2400328,2401825,2403222,2408112,2408569,2014972,200,457,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"860","118","4",0.5,53,21,76,1,429,2419939,2421436,2422833,2427124,2427553,2014972,-400,429,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"861","119","12",0.5,62,16,68,1,780,2438635,2440132,2441529,2446319,2447099,2014972,100,780,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"862","120","83",-0.5,48,23,23,2,483,2457630,2459127,2460525,2465115,2465598,2014972,-100,483,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"863","121","30",0.5,46,32,68,1,358,2477042,2478539,2479936,2484427,2484785,2014972,-200,358,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"864","122","73",-0.5,83,51,34,2,479,2496337,2497834,2499231,2504337,2504816,2014972,400,479,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"865","123","91",-0.5,74,42,42,2,373,2515948,2517445,2518842,2523732,2524105,2014972,200,373,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"866","124","106",-0.5,52,13,37,1,398,2535359,2536856,2538253,2542744,2543142,2014972,-200,398,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"867","125","80",-0.5,59,18,31,1,605,2554771,2556268,2557665,2562771,2563376,2014972,400,605,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"868","126","34",0.5,37,28,67,1,551,2574199,2575696,2577093,2582199,2582750,2014972,400,551,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"869","127","22",0.5,31,23,56,1,368,2594325,2595822,2597220,2602210,2602578,2014972,300,368,0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"870","128","72",-0.5,79,21,68,1,421,2613637,2615134,2616531,2620922,2621343,2014972,-300,421,-0.5,"/Volumes/Drive/Thesis/new_data/sub16/log_files/sub16_S2_ASTrain.xls"
"871","1","35",0.5,36,17,63,2,1075,22636,24133,25530,30121,31196,22209,-100,1075,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"872","2","77",-0.5,86,25,71,2,1553,41532,43029,44426,49017,50570,22209,-100,1553,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"873","3","23",0.5,64,12,78,2,690,60445,61942,63339,68130,68820,22209,100,690,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"874","4","106",-0.5,52,13,37,1,741,79441,80938,82335,87125,87866,22209,100,741,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"875","5","31",0.5,67,12,69,2,873,98536,100033,101431,106321,107194,22209,200,873,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"876","6","46",0.5,29,14,41,1,667,118131,119628,121025,125417,126084,22209,-300,667,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"877","7","52",0.5,46,27,63,1,536,137343,138840,140237,145344,145880,22209,400,536,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"878","8","105",-0.5,71,24,49,2,1059,157170,158668,160065,165055,166114,22209,300,1059,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"879","9","88",-0.5,45,14,41,1,608,177164,178661,180059,184350,184958,22209,-400,608,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"880","10","21",0.5,41,34,73,2,532,196260,197757,199154,204144,204676,22209,300,532,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"881","11","115",-0.5,64,25,29,2,678,215472,216969,218366,222857,223535,22209,-200,678,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"882","12","53",0.5,57,16,75,2,600,234667,236164,237562,242153,242753,22209,-100,600,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"883","13","65",-0.5,68,12,54,2,636,254279,255776,257173,262163,262799,22209,300,636,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"884","14","80",-0.5,59,18,31,1,580,273990,275487,276884,281375,281955,22209,-200,580,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"885","15","126",-0.5,87,38,47,2,1413,292986,294483,295880,300870,302283,22209,300,1413,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"886","16","43",0.5,43,19,64,2,499,312397,313911,315308,319799,320298,22209,-200,499,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"887","17","85",-0.5,65,24,43,2,582,331127,332624,334021,338512,339094,22209,-200,582,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"888","18","122",-0.5,52,14,36,1,645,350539,352036,353433,357824,358469,22209,-300,645,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"889","19","87",-0.5,86,24,52,2,574,369834,371331,372728,377519,378093,22209,100,574,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"890","20","99",-0.5,83,25,48,2,1078,389029,390526,391924,397030,398108,22209,400,1078,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"891","21","75",-0.5,84,52,42,2,579,408641,410138,411535,415826,416405,22209,-400,579,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"892","22","63",0.5,47,24,61,2,554,427736,429233,430630,435022,435576,22209,-300,554,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"893","23","37",0.5,46,28,64,2,598,446649,448146,449543,454650,455248,22209,400,598,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"894","24","8",0.5,24,13,47,1,989,466776,468273,469669,474461,475450,22209,100,989,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"895","25","117",-0.5,72,29,41,2,640,485871,487368,488766,493357,493997,22209,-100,640,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"896","26","26",0.5,31,28,69,1,769,504867,506364,507761,512868,513637,22209,400,769,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"897","27","6",0.5,52,13,67,1,707,524894,526391,527789,532679,533386,22209,200,707,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"898","28","10",0.5,42,37,69,1,652,544689,546186,547583,551874,552526,22209,-400,652,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"899","29","81",-0.5,76,24,54,2,543,563401,564899,566296,571186,571729,22209,200,543,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"900","30","50",0.5,49,25,72,1,742,583296,584793,586190,591080,591822,22209,200,742,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"901","31","1",0.5,51,23,64,2,714,602391,603888,605286,609577,610291,22209,-400,714,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"902","32","109",-0.5,75,26,47,2,1191,621204,622701,624098,628490,629681,22209,-300,1191,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"903","33","27",0.5,41,17,56,2,559,674981,676478,677876,682167,682726,674846,-400,559,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"904","34","95",-0.5,68,15,51,2,576,694177,695674,697071,701978,702554,674846,200,576,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"905","35","125",-0.5,75,38,39,2,936,713489,714986,716383,720774,721710,674846,-300,936,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"906","36","12",0.5,62,16,68,1,1423,732900,734397,735795,740286,741709,674846,-200,1423,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"907","37","73",-0.5,83,51,34,2,707,752395,753892,755289,760080,760787,674846,100,707,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"908","38","42",0.5,52,19,61,1,711,771690,773187,774585,779575,780286,674846,300,711,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"909","39","114",-0.5,82,28,52,1,695,791385,792882,794279,799169,799864,674846,200,695,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"910","40","61",0.5,39,24,61,2,614,810780,812277,813674,818781,819395,674846,400,614,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"911","41","102",-0.5,84,35,47,1,682,830208,831705,833102,837494,838176,674846,-300,682,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"912","42","86",-0.5,75,13,64,1,737,848921,850418,851815,856922,857659,674846,400,737,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"913","43","39",0.5,48,27,73,2,650,868749,870246,871643,876134,876784,674846,-200,650,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"914","44","121",-0.5,61,24,39,2,528,888160,889657,891055,895646,896174,674846,-100,528,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"915","45","97",-0.5,51,19,34,2,597,906957,908454,909851,914858,915455,674846,300,597,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"916","46","101",-0.5,64,18,48,2,1642,926784,928281,929678,934469,936111,674846,100,1642,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"917","47","14",0.5,48,21,71,1,736,945979,947477,948874,953265,954001,674846,-300,736,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"918","48","30",0.5,46,32,68,1,929,964593,966090,967487,971978,972907,674846,-200,929,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"919","49","25",0.5,61,18,69,2,1004,983289,984786,986183,991074,992078,674846,200,1004,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"920","50","49",0.5,39,17,58,2,782,1002401,1003898,1005296,1010186,1010968,674846,200,782,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"921","51","72",-0.5,79,21,68,1,801,1022029,1023526,1024924,1029714,1030515,674846,100,801,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"922","52","124",-0.5,72,24,38,1,1444,1041241,1042738,1044136,1049242,1050686,674846,400,1444,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"923","53","111",-0.5,65,29,38,2,548,1061252,1062749,1064146,1069153,1069701,674846,300,548,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"924","54","59",0.5,43,28,81,2,726,1081179,1082676,1084073,1088365,1089091,674846,-400,726,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"925","55","36",0.5,57,18,65,1,906,1099876,1101373,1102770,1107560,1108466,674846,100,906,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"926","56","58",0.5,54,18,74,1,660,1119171,1120668,1122065,1127055,1127715,674846,300,660,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"927","57","15",0.5,47,31,76,2,573,1138965,1140462,1141859,1146251,1146824,674846,-300,573,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"928","58","78",-0.5,79,36,53,1,646,1158177,1159674,1161071,1165662,1166308,674846,-100,646,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"929","59","2",0.5,41,23,74,1,675,1177273,1178770,1180167,1184758,1185433,674846,-100,675,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"930","60","82",-0.5,48,14,32,1,667,1196568,1198065,1199462,1203953,1204620,674846,-200,667,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"931","61","28",0.5,52,16,78,1,644,1215381,1216878,1218275,1222866,1223510,674846,-100,644,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"932","62","66",-0.5,86,41,43,1,641,1234776,1236273,1237670,1241962,1242603,674846,-400,641,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"933","63","90",-0.5,74,43,41,1,752,1254071,1255568,1256965,1261257,1262009,674846,-400,752,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"934","64","47",0.5,49,23,62,2,651,1272684,1274181,1275579,1280685,1281336,674846,400,651,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"935","65","104",-0.5,51,16,25,1,766,1325231,1326728,1328125,1332616,1333382,1325150,-200,766,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"936","66","83",-0.5,48,23,23,2,625,1344043,1345541,1346938,1351928,1352553,1325150,300,625,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"937","67","4",0.5,53,21,76,1,699,1363938,1365435,1366832,1371323,1372022,1325150,-200,699,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"938","68","45",0.5,48,24,82,2,652,1382850,1384347,1385744,1390635,1391287,1325150,200,652,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"939","69","9",0.5,24,15,37,2,530,1402162,1403659,1405056,1409647,1410177,1325150,-100,530,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"940","70","44",0.5,43,29,74,1,662,1421158,1422655,1424052,1428843,1429505,1325150,100,662,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"941","71","33",0.5,58,16,72,2,571,1440453,1441950,1443347,1447839,1448410,1325150,-200,571,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"942","72","19",0.5,34,23,67,2,714,1459965,1461462,1462859,1467649,1468363,1325150,100,714,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"943","73","76",-0.5,53,21,34,1,727,1479559,1481056,1482454,1486745,1487472,1325150,-400,727,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"944","74","94",-0.5,86,35,61,1,555,1498056,1499553,1500950,1505541,1506096,1325150,-100,555,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"945","75","32",0.5,47,21,78,1,685,1517667,1519164,1520562,1525552,1526237,1325150,300,685,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"946","76","60",0.5,34,29,53,1,1260,1537478,1538975,1540372,1544664,1545924,1325150,-400,1260,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"947","77","48",0.5,49,24,71,1,555,1556773,1558270,1559668,1564259,1564814,1325150,-100,555,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"948","78","89",-0.5,54,12,32,2,680,1575786,1577283,1578680,1583071,1583751,1325150,-300,680,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"949","79","11",0.5,61,17,76,2,545,1594482,1595979,1597377,1601768,1602313,1325150,-300,545,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"950","80","79",-0.5,49,17,34,2,564,1613079,1614576,1615973,1620764,1621328,1325150,100,564,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"951","81","13",0.5,58,21,69,2,836,1632191,1633688,1635085,1639976,1640812,1325150,200,836,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"952","82","84",-0.5,89,41,46,1,629,1651603,1653100,1654497,1659604,1660233,1325150,400,629,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"953","83","113",-0.5,82,19,65,2,746,1671414,1672911,1674308,1678799,1679545,1325150,-200,746,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"954","84","128",-0.5,75,27,38,1,1210,1690410,1691907,1693304,1698344,1699554,1325150,300,1210,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"955","85","74",-0.5,63,12,41,1,561,1709655,1711152,1712549,1717140,1717701,1325150,-100,561,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"956","86","103",-0.5,73,15,68,2,825,1729250,1730747,1732144,1737250,1738075,1325150,400,825,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"957","87","110",-0.5,86,18,58,1,604,1749160,1750657,1752054,1756346,1756950,1325150,-400,604,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"958","88","54",0.5,47,35,80,1,612,1767973,1769470,1770867,1775259,1775871,1325150,-300,612,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"959","89","71",-0.5,67,14,51,2,601,1787268,1788765,1790163,1795269,1795870,1325150,400,601,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"960","90","64",0.5,38,14,62,1,624,1807295,1808792,1810190,1814980,1815604,1325150,100,624,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"961","91","22",0.5,31,23,56,1,997,1826790,1828287,1829685,1834076,1835073,1325150,-300,997,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"962","92","56",0.5,58,17,65,2,910,1845903,1847400,1848797,1853787,1854697,1325150,300,910,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"963","93","24",0.5,61,23,82,1,641,1865198,1866695,1868092,1872384,1873025,1325150,-400,641,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"964","94","118",-0.5,73,27,48,1,611,1883695,1885192,1886589,1891695,1892306,1325150,400,611,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"965","95","107",-0.5,81,13,78,2,968,1903505,1905002,1906400,1911290,1912258,1325150,200,968,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"966","96","120",-0.5,71,35,46,1,657,1923316,1924813,1926211,1931101,1931758,1325150,200,657,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"967","97","93",-0.5,68,37,21,2,452,1981135,1982633,1984030,1988820,1989272,1981020,100,452,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"968","98","16",0.5,45,34,89,1,633,2000946,2002443,2003841,2008232,2008865,1981020,-300,633,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"969","99","55",0.5,36,28,74,2,817,2019859,2021356,2022753,2027860,2028677,1981020,400,817,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"970","100","69",-0.5,78,31,45,2,590,2039786,2041283,2042681,2047571,2048161,1981020,200,590,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"971","101","112",-0.5,57,18,49,1,969,2059082,2060579,2061976,2067082,2068051,1981020,400,969,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"972","102","51",0.5,37,25,72,2,506,2079109,2080606,2082003,2086295,2086801,1981020,-400,506,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"973","103","62",0.5,59,13,74,1,650,2098421,2099918,2101315,2105806,2106456,1981020,-200,650,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"974","104","92",-0.5,83,21,64,1,646,2117134,2118631,2120028,2124419,2125065,1981020,-300,646,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"975","105","127",-0.5,65,27,48,2,631,2135930,2137427,2138824,2143215,2143846,1981020,-300,631,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"976","106","57",0.5,54,19,71,2,543,2154543,2156040,2157437,2161928,2162471,1981020,-200,543,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"977","107","96",-0.5,56,15,31,1,723,2173439,2174936,2176333,2180825,2181548,1981020,-200,723,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"978","108","70",-0.5,68,23,35,1,628,2192435,2193932,2195329,2199920,2200548,1981020,-100,628,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"979","110","20",0.5,51,24,65,1,555,2230726,2232223,2233620,2238211,2238766,1981020,-100,555,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"980","111","17",0.5,62,14,78,2,524,2250337,2251834,2253232,2258022,2258546,1981020,100,524,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"981","112","67",-0.5,47,13,24,2,656,2269932,2271429,2272826,2277218,2277874,1981020,-300,656,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"982","113","29",0.5,45,14,57,2,632,2288628,2290125,2291523,2296413,2297045,1981020,200,632,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"983","114","7",0.5,42,34,78,2,686,2308240,2309737,2311134,2315625,2316311,1981020,-200,686,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"984","115","119",-0.5,54,17,27,2,628,2327152,2328649,2330047,2334338,2334966,1981020,-400,628,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"985","116","116",-0.5,53,17,46,1,605,2345749,2347246,2348643,2353533,2354138,1981020,200,605,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"986","117","98",-0.5,62,28,32,1,528,2365460,2366957,2368354,2373344,2373872,1981020,300,528,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"987","118","123",-0.5,62,13,59,2,1269,2384655,2386152,2387550,2392540,2393809,1981020,300,1269,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"988","119","38",0.5,39,25,74,1,569,2404566,2406063,2407460,2412567,2413136,1981020,400,569,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"989","120","5",0.5,43,14,67,2,829,2424194,2425691,2427088,2431979,2432808,1981020,200,829,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"990","121","91",-0.5,74,42,42,2,583,2443789,2445286,2446683,2450974,2451557,1981020,-400,583,0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"991","122","40",0.5,67,15,84,1,751,2462901,2464398,2465795,2470087,2470838,1981020,-400,751,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"992","123","34",0.5,37,28,67,1,1106,2481514,2483011,2484425,2489216,2490322,1981020,100,1106,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"993","124","108",-0.5,72,23,39,1,945,2501242,2502739,2504136,2509126,2510071,1981020,300,945,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
"994","125","68",-0.5,46,14,34,1,720,2520537,2522034,2523431,2528538,2529258,1981020,400,720,-0.5,"/Volumes/Drive/Thesis/new_data/sub17/log_files/sub17_S2_ASTrain.xls"
