"","n_trial","stim_i","oper","O1","O2","RA","Taste","RZ","Fx_zeit","O1_zeit","O2_zeit","RA_zeit","RT_t1","StartPulseTime","cp_jit","RT","trained","subj"
"1575","96","11",0.5,61,17,76,2,632,1938996,1940493,1941890,1946182,1946814,1339583,-400,632,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1576","97","82",-0.5,48,14,32,1,583,1991276,1992773,1994170,1998761,1999344,1991179,-100,583,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1577","100","21",0.5,41,34,73,2,556,2048994,2050491,2051889,2056879,2057435,1991179,300,556,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1578","101","106",-0.5,52,13,37,1,828,2068406,2069903,2071300,2075591,2076419,1991179,-400,828,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1579","102","47",0.5,49,23,62,2,475,2087501,2088998,2090395,2094787,2095262,1991179,-300,475,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1580","103","57",0.5,54,19,71,2,492,2106597,2108094,2109491,2114597,2115089,1991179,400,492,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1581","104","122",-0.5,52,14,36,1,671,2126607,2128104,2129501,2133793,2134464,1991179,-400,671,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1582","105","125",-0.5,75,38,39,2,1505,2145220,2146717,2148114,2152505,2154010,1991179,-300,1505,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1583","106","66",-0.5,86,41,43,1,552,2164631,2166128,2167526,2171817,2172369,1991179,-400,552,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1584","107","52",0.5,46,27,63,1,466,2183943,2185490,2186887,2191777,2192243,1991179,200,466,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1585","108","92",-0.5,83,21,64,1,597,2203205,2204702,2206099,2210989,2211586,1991179,200,597,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1586","109","28",0.5,52,16,78,1,420,2222999,2224496,2225893,2230384,2230804,1991179,-200,420,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1587","110","29",0.5,45,14,57,2,545,2241911,2243408,2244805,2249696,2250241,1991179,200,545,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1588","111","74",-0.5,63,12,41,1,687,2261506,2263003,2264400,2269506,2270193,1991179,400,687,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1589","112","77",-0.5,86,25,71,2,536,2281433,2282930,2284343,2289234,2289770,1991179,200,536,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1590","113","1",0.5,51,23,64,2,478,2300861,2302358,2303755,2308745,2309223,1991179,300,478,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1591","114","120",-0.5,71,35,46,1,645,2320255,2321753,2323150,2328140,2328785,1991179,300,645,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1592","115","111",-0.5,65,29,38,2,577,2340050,2341547,2342944,2347535,2348112,1991179,-100,577,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1593","116","87",-0.5,86,24,52,2,546,2358945,2360442,2361840,2366331,2366877,1991179,-200,546,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1594","117","60",0.5,34,29,53,1,497,2377941,2379438,2380835,2385942,2386439,1991179,400,497,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1595","118","118",-0.5,73,27,48,1,575,2397552,2399049,2400446,2404738,2405313,1991179,-400,575,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1596","119","36",0.5,57,18,65,1,639,2416548,2418045,2419442,2424033,2424672,1991179,-100,639,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1597","120","86",-0.5,75,13,64,1,423,2435360,2436857,2438254,2443045,2443468,1991179,100,423,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1598","121","31",0.5,67,12,69,2,1176,2454372,2455869,2457267,2462057,2463233,1991179,100,1176,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1599","122","35",0.5,36,17,63,2,899,2473867,2475364,2476761,2481552,2482451,1991179,100,899,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1600","123","15",0.5,47,31,76,2,787,2493478,2494975,2496372,2501163,2501950,1991179,100,787,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1601","124","9",0.5,24,15,37,2,537,2512690,2514187,2515584,2519975,2520512,1991179,-300,537,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1602","125","3",0.5,52,24,74,2,1120,2531303,2532800,2534197,2538688,2539808,1991179,-200,1120,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1603","126","110",-0.5,86,18,58,1,1316,2550315,2551812,2553209,2557601,2558917,1991179,-300,1316,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1604","127","68",-0.5,46,14,34,1,529,2569627,2571124,2572521,2577012,2577541,1991179,-200,529,-0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1605","128","59",0.5,43,28,81,2,972,2589121,2590618,2592016,2597006,2597978,1991179,300,972,0.5,"/Volumes/Drive/Thesis/new_data/sub25/log_files/sub25_S2_ASTrain.xls"
"1606","1","114",-0.5,82,28,52,1,1495,24216,25713,27111,31502,32997,24103,-300,1495,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1607","3","88",-0.5,45,14,41,1,918,62108,63605,65002,70109,71027,24103,400,918,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1608","4","3",0.5,52,24,74,2,925,82135,83632,85029,89321,90246,24103,-400,925,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1609","5","36",0.5,57,18,65,1,858,101430,102927,104324,109215,110073,24103,200,858,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1610","6","52",0.5,46,27,63,1,806,121125,122622,124019,128610,129416,24103,-100,806,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1611","7","25",0.5,61,18,69,2,1585,140021,141518,142915,147206,148791,24103,-400,1585,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1612","8","79",-0.5,49,17,34,2,825,159133,160630,162027,166418,167243,24103,-300,825,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1613","9","105",-0.5,71,24,49,2,1176,178228,179725,181123,185614,186790,24103,-200,1176,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1614","10","44",0.5,43,29,74,2,816,197424,198921,200318,205208,206024,24103,200,816,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1615","11","62",0.5,59,13,74,2,1528,216835,218332,219730,224720,226248,24103,300,1528,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1616","12","54",0.5,47,35,80,1,1373,236629,238127,239524,243915,245288,24103,-300,1373,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1617","13","75",-0.5,84,52,42,2,939,255226,256723,258120,262911,263850,24103,100,939,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1618","14","87",-0.5,86,24,52,2,871,274322,275819,277216,282322,283193,24103,400,871,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1619","15","70",-0.5,68,23,35,1,1014,294349,295846,297243,302350,303364,24103,400,1014,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1620","16","89",-0.5,54,12,32,2,890,314176,315673,317070,321661,322551,24103,-100,890,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1621","17","28",0.5,52,16,78,1,1375,333787,335284,336682,340973,342348,24103,-400,1375,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1622","18","5",0.5,43,14,67,2,870,352484,353981,355378,360368,361238,24103,300,870,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1623","19","104",-0.5,51,16,25,1,1373,371696,373193,374590,379380,380753,24103,100,1373,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1624","21","128",-0.5,75,27,38,2,1288,410486,411983,413380,418370,419658,24103,300,1288,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1625","22","116",-0.5,53,17,46,1,817,430496,431993,433390,438497,439314,24103,400,817,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1626","23","23",0.5,64,12,78,2,1289,450523,452020,453417,458008,459297,24103,-100,1289,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1627","24","46",0.5,29,14,41,1,1284,469519,471016,472413,476904,478188,24103,-200,1284,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1628","25","97",-0.5,51,19,34,2,630,488531,490028,491426,496416,497046,24103,300,630,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1629","26","93",-0.5,68,37,21,2,875,508542,510039,511436,515827,516702,24103,-300,875,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1630","27","17",0.5,62,14,78,2,959,527338,528835,530232,534524,535483,24103,-400,959,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1631","28","11",0.5,61,17,76,2,1526,545934,547431,548829,553420,554946,24103,-100,1526,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1632","29","38",0.5,39,25,74,1,1195,564830,566327,567725,572615,573810,24103,200,1195,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1633","30","123",-0.5,62,13,59,2,1015,584126,585623,587020,591810,592825,24103,100,1015,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1634","31","67",-0.5,47,13,24,2,893,603637,605134,606531,611322,612215,24103,100,893,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1635","32","63",0.5,47,24,61,2,707,623232,624729,626126,630617,631324,24103,-200,707,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1636","34","1",0.5,51,23,64,2,871,696753,698250,699647,704138,705009,677262,-200,871,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1637","35","55",0.5,36,28,74,1,1480,715965,717462,718859,723966,725446,677262,400,1480,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1638","36","113",-0.5,82,19,65,2,1075,735726,737223,738620,743011,744086,677262,-300,1075,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1639","37","125",-0.5,75,38,39,2,1170,755121,756618,758015,762306,763476,677262,-400,1170,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1640","38","64",0.5,38,14,62,1,811,774133,775630,777027,781618,782429,677262,-100,811,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1641","39","32",0.5,47,21,78,1,925,793029,794559,795957,800847,801772,677262,200,925,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1642","40","94",-0.5,86,35,61,1,1360,812158,813655,815052,819443,820803,677262,-300,1360,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1643","41","76",-0.5,53,21,34,1,1255,831054,832551,833948,838938,840193,677262,300,1255,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1644","42","74",-0.5,63,12,41,1,986,850249,851746,853143,858034,859020,677262,200,986,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1645","43","39",0.5,48,27,73,2,1345,869561,871058,872455,876847,878192,677262,-300,1345,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1646","44","119",-0.5,54,17,27,2,771,888457,889954,891351,895842,896613,677262,-200,771,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1647","46","59",0.5,43,28,81,2,647,927480,928977,930374,935481,936128,677262,400,647,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1648","47","7",0.5,42,34,78,2,1091,947507,949004,950401,955192,956283,677262,100,1091,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1649","48","69",-0.5,78,31,45,2,1214,966503,968000,969397,974287,975501,677262,200,1214,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1650","50","78",-0.5,79,36,53,1,1243,1006024,1007521,1008919,1013210,1014453,677262,-400,1243,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1651","51","106",-0.5,52,13,37,2,1488,1025120,1026617,1028014,1032605,1034093,677262,-100,1488,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1652","52","41",0.5,54,17,81,2,1624,1044631,1046128,1047526,1052516,1054140,677262,300,1624,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1653","54","107",-0.5,81,13,78,1,1133,1083721,1085218,1086615,1091006,1092139,677262,-300,1133,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1654","55","6",0.5,52,13,67,1,1119,1102633,1104130,1105528,1110019,1111138,677262,-200,1119,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1655","56","92",-0.5,83,21,64,1,1235,1121546,1123043,1124440,1129231,1130466,677262,100,1235,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1656","57","47",0.5,49,23,62,1,1235,1141057,1142554,1143950,1148543,1149778,677262,-100,1235,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1657","58","84",-0.5,89,41,46,2,1605,1160669,1162166,1163563,1168453,1170058,677262,200,1605,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1658","59","124",-0.5,72,24,38,2,1613,1180479,1181976,1183374,1188164,1189777,677262,100,1613,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1659","60","26",0.5,31,28,69,1,985,1200091,1201588,1202985,1207775,1208760,677262,100,985,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1660","61","82",-0.5,48,14,32,1,1543,1219203,1220700,1222097,1226389,1227932,677262,-400,1543,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1661","62","108",-0.5,72,23,39,2,1372,1238498,1239995,1241392,1245684,1247056,677262,-400,1372,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1662","63","2",0.5,41,23,74,1,904,1257095,1258592,1259989,1264480,1265384,677262,-200,904,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1663","64","48",0.5,49,24,71,1,1672,1276007,1277504,1278901,1283492,1285164,677262,-100,1672,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1664","65","53",0.5,57,16,75,2,1356,1404370,1405867,1407264,1412055,1413411,1404179,100,1356,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1665","66","10",0.5,42,37,69,1,1279,1423565,1425062,1426460,1431350,1432629,1404179,200,1279,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1666","67","127",-0.5,65,27,48,1,1016,1442661,1444158,1445555,1449847,1450863,1404179,-400,1016,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1667","69","43",0.5,43,19,64,2,1003,1481467,1482964,1484362,1489468,1490471,1404179,400,1003,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1668","70","51",0.5,37,25,72,2,1219,1500896,1502393,1503790,1508580,1509799,1404179,100,1219,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1669","71","40",0.5,67,15,84,2,1325,1520706,1522204,1523601,1528707,1530032,1404179,400,1325,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1670","72","109",-0.5,75,26,47,1,1329,1540717,1542214,1543611,1548718,1550047,1404179,400,1329,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1671","73","126",-0.5,87,38,47,1,1342,1560844,1562341,1563738,1568845,1570187,1404179,400,1342,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1672","74","68",-0.5,46,14,34,1,1000,1580854,1582351,1583748,1588156,1589156,1404179,-300,1000,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1673","75","90",-0.5,74,43,41,1,1074,1599484,1600981,1602378,1607269,1608343,1404179,200,1074,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1674","76","4",0.5,53,21,76,1,819,1619178,1620675,1622073,1626664,1627483,1404179,-100,819,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1675","77","30",0.5,46,32,68,1,679,1638590,1640087,1641484,1645975,1646654,1404179,-200,679,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1676","78","45",0.5,48,24,82,2,857,1657486,1658983,1660380,1665171,1666028,1404179,100,857,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1677","79","121",-0.5,61,24,39,2,1098,1676681,1678178,1679576,1683867,1684965,1404179,-400,1098,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1678","80","34",0.5,37,28,67,2,1680,1695993,1697490,1698887,1703379,1705059,1404179,-200,1680,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1679","81","16",0.5,45,34,89,1,995,1714706,1716203,1717600,1722391,1723386,1404179,100,995,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1680","83","49",0.5,39,17,58,1,849,1753113,1754611,1756008,1760599,1761448,1404179,-100,849,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1681","84","77",-0.5,86,25,71,2,1084,1772026,1773523,1774920,1779910,1780994,1404179,300,1084,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1682","85","18",0.5,32,13,47,1,1062,1791538,1793035,1794432,1799322,1800384,1404179,200,1062,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1683","86","13",0.5,58,21,69,2,978,1810932,1812430,1813827,1818218,1819196,1404179,-300,978,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1684","88","81",-0.5,76,24,54,2,1080,1849423,1850920,1852317,1856709,1857789,1404179,-300,1080,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1685","89","95",-0.5,68,15,51,2,1152,1868236,1869733,1871130,1876120,1877272,1404179,300,1152,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1686","90","71",-0.5,67,14,51,2,911,1887548,1889045,1890442,1895033,1895944,1404179,-100,911,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1687","91","96",-0.5,56,15,31,2,1380,1906444,1907941,1909338,1913829,1915209,1404179,-200,1380,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1688","92","98",-0.5,62,28,32,1,1235,1925955,1927452,1928849,1933739,1934974,1404179,200,1235,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1689","93","20",0.5,51,24,65,1,724,1945067,1946564,1947961,1952952,1953676,1404179,300,724,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1690","94","101",-0.5,64,18,48,1,1207,1964861,1966358,1967756,1972047,1973254,1404179,-400,1207,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1691","95","22",0.5,31,23,56,1,1083,1983857,1985354,1986751,1991342,1992425,1404179,-100,1083,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1692","96","73",-0.5,83,51,34,2,1261,2003369,2004866,2006263,2010554,2011815,1404179,-400,1261,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1693","97","72",-0.5,79,21,68,1,837,2059990,2061487,2062884,2067774,2068611,2059830,200,837,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1694","98","27",0.5,41,17,56,2,1146,2079701,2081198,2082595,2087386,2088532,2059830,100,1146,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1695","99","56",0.5,58,17,65,1,771,2099512,2101009,2102406,2106698,2107469,2059830,-400,771,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1696","100","12",0.5,62,16,68,1,975,2118225,2119722,2121119,2126009,2126984,2059830,200,975,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1697","102","35",0.5,36,17,63,2,1204,2157464,2158961,2160358,2165248,2166452,2059830,200,1204,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1698","103","42",0.5,52,19,61,2,1199,2176676,2178173,2179570,2184361,2185560,2059830,100,1199,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1699","104","8",0.5,24,13,47,2,1418,2195688,2197185,2198582,2203689,2205107,2059830,400,1418,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1700","105","91",-0.5,74,42,42,2,861,2215216,2216713,2218110,2222901,2223762,2059830,100,861,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1701","106","86",-0.5,75,13,64,1,893,2234412,2235909,2237306,2241697,2242590,2059830,-300,893,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1702","107","117",-0.5,72,29,41,2,381,2253008,2254505,2255902,2260693,2261074,2059830,100,381,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1703","108","103",-0.5,73,15,68,2,1025,2272719,2274216,2275613,2280720,2281745,2059830,400,1025,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1704","109","100",-0.5,74,35,49,1,1120,2292131,2293628,2295025,2300015,2301135,2059830,300,1120,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1705","110","60",0.5,34,29,53,1,1223,2312141,2313638,2315035,2319427,2320650,2059830,-300,1223,0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
"1706","111","80",-0.5,59,18,31,1,787,2331237,2332734,2334131,2339238,2340025,2059830,400,787,-0.5,"/Volumes/Drive/Thesis/new_data/sub28/log_files/sub28_S2_ASTrain.xls"
